condition_id,predictor_set,scenario,n_train,n_test,n_sets,p_per_set,rho_within,rho_between,target_r2,nonlinearity_strength,seed_base,n_rep_all,n_rep_stable,mean_delta_component_correlation_all,mean_delta_component_correlation_stable,mcse_delta_component_correlation_all,mcse_delta_component_correlation_stable,component_correlation_ci_lower_all,component_correlation_ci_lower_stable,component_correlation_ci_upper_all,component_correlation_ci_upper_stable,kernel_component_correlation_win_rate_all,kernel_component_correlation_win_rate_stable,mean_delta_component_rmse_all,mean_delta_component_rmse_stable,mcse_delta_component_rmse_all,mcse_delta_component_rmse_stable,component_rmse_ci_lower_all,component_rmse_ci_lower_stable,component_rmse_ci_upper_all,component_rmse_ci_upper_stable,kernel_component_rmse_win_rate_all,kernel_component_rmse_win_rate_stable,n_train_factor,p_per_set_factor,target_r2_factor
21,1,nonlinear,150,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,0.132019582706315,0.132019582706315,0.00492308275788225,0.00492308275788225,0.122347057317639,0.122347057317639,0.141692108094991,0.141692108094991,0.922,0.922,-0.0729805992150637,-0.0729805992150637,0.00242592818259075,0.00242592818259075,-0.0777468916158251,-0.0777468916158251,-0.0682143068143023,-0.0682143068143023,0.924,0.924,150,20,0.6
21,2,nonlinear,150,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,0.313333949636112,0.313333949636112,0.00828499282365604,0.00828499282365604,0.297056180731353,0.297056180731353,0.329611718540872,0.329611718540872,0.95,0.95,-0.0853597239713205,-0.0853597239713205,0.00308343726098831,0.00308343726098831,-0.0914178437832508,-0.0914178437832508,-0.0793016041593902,-0.0793016041593902,0.942,0.942,150,20,0.6
21,3,nonlinear,150,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,0.23115151493221,0.23115151493221,0.00636216955799473,0.00636216955799473,0.218651573411171,0.218651573411171,0.24365145645325,0.24365145645325,0.972,0.972,-0.13754220757317,-0.13754220757317,0.00314101197003638,0.00314101197003638,-0.143713446108144,-0.143713446108144,-0.131370969038195,-0.131370969038195,0.966,0.966,150,20,0.6
22,1,linear,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,-6.5234908572187e-4,-6.5234908572187e-4,3.4779500658362e-4,3.4779500658362e-4,-0.00133567215719547,-0.00133567215719547,3.09739857517175e-5,3.09739857517175e-5,0.51,0.51,0.00191333309715263,0.00191333309715263,9.8587336546306e-4,9.8587336546306e-4,-2.36412797645984e-5,-2.36412797645984e-5,0.00385030747406986,0.00385030747406986,0.5,0.5,300,20,0.6
22,2,linear,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,-4.29329215222531e-5,-4.29329215222531e-5,5.2674118394911e-4,5.2674118394911e-4,-0.00107783680707073,-0.00107783680707073,9.9197096402622e-4,9.9197096402622e-4,0.592,0.592,-2.39684714695171e-5,-2.39684714695171e-5,0.00119648077638508,0.00119648077638508,-0.00237472941858506,-0.00237472941858506,0.00232679247564602,0.00232679247564602,0.596,0.596,300,20,0.6
22,3,linear,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,-0.00195889159842655,-0.00195889159842655,0.00114172933636729,0.00114172933636729,-0.00420208078214024,-0.00420208078214024,2.8429758528713e-4,2.8429758528713e-4,0.56,0.56,0.00317943077537802,0.00317943077537802,0.00192546578326555,0.00192546578326555,-6.0358844034494e-4,-6.0358844034494e-4,0.00696244999110099,0.00696244999110099,0.56,0.56,300,20,0.6
23,1,mixed,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,-0.0217724102537009,-0.0217724102537009,0.00172946529972916,0.00172946529972916,-0.0251703415587721,-0.0251703415587721,-0.0183744789486297,-0.0183744789486297,0.344,0.344,0.0458712020203965,0.0458712020203965,0.00360844964592808,0.00360844964592808,0.0387815749451425,0.0387815749451425,0.0529608290956505,0.0529608290956505,0.336,0.336,300,20,0.6
23,2,mixed,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,0.501328342389573,0.501328342389573,0.00719678311014241,0.00719678311014241,0.487188611092512,0.487188611092512,0.515468073686634,0.515468073686634,0.968,0.968,-0.167265449660301,-0.167265449660301,0.00315896754299553,0.00315896754299553,-0.173471966037201,-0.173471966037201,-0.161058933283402,-0.161058933283402,0.974,0.974,300,20,0.6
23,3,mixed,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,0.148975012619397,0.148975012619397,0.00326057384387475,0.00326057384387475,0.142568867356851,0.142568867356851,0.155381157881944,0.155381157881944,0.994,0.994,-0.124048310595314,-0.124048310595314,0.00239900821530785,0.00239900821530785,-0.12876171254515,-0.12876171254515,-0.119334908645478,-0.119334908645478,0.994,0.994,300,20,0.6
24,1,nonlinear,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,0.137581821551181,0.137581821551181,0.00306801202162863,0.00306801202162863,0.131554008160384,0.131554008160384,0.143609634941979,0.143609634941979,0.962,0.962,-0.0954985444811158,-0.0954985444811158,0.00214488041166347,0.00214488041166347,-0.0997126540660648,-0.0997126540660648,-0.0912844348961668,-0.0912844348961668,0.96,0.96,300,20,0.6
24,2,nonlinear,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,0.524073887730284,0.524073887730284,0.0044759637915302,0.0044759637915302,0.515279830116068,0.515279830116068,0.5328679453445,0.5328679453445,0.998,0.998,-0.173212834924557,-0.173212834924557,0.00270912349219651,0.00270912349219651,-0.178535529473491,-0.178535529473491,-0.167890140375624,-0.167890140375624,1,1,300,20,0.6
24,3,nonlinear,300,1000,3,20,0.4,0.1,0.6,0.35,20260707,500,500,0.171269953256627,0.171269953256627,0.0039673263059541,0.0039673263059541,0.16347523065968,0.16347523065968,0.179064675853573,0.179064675853573,0.988,0.988,-0.13256536898617,-0.13256536898617,0.00270775558818833,0.00270775558818833,-0.137885375973895,-0.137885375973895,-0.127245361998446,-0.127245361998446,0.99,0.99,300,20,0.6
